State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability,Vibe,Activities,Gentrification_Flag
Texas,San Antonio,Eastwood Village,16919.0,8177.0,8742.0,1111.0,1132.0,1673.0,1639.0,968.0,1983.0,2029.0,1914.0,982.0,1040.0,1428.0,797.0,223.0,34.8,6922.0,5596.0,46.0,88.0,33.0,0.0,0.0,6542.0,3984.0,998.0,402.0,76.0,305.0,12920.0,26.3,6052.0,6621.0,70.0,237.0,493.0,393.0,452.0,822.0,1995.0,1421.0,557.0,181.0,4200.0,541.0,694.0,272.0,39694.0,800.0,14948.0,1783.0,478.0,1305.0,4057.0,"Tight-knit and tranquil, with a focus on residential charm.",Enjoy local green spaces for quiet afternoons. Attend small neighborhood events or community activities. Explore nearby retail centers for convenient shopping.,0.0
Texas,San Antonio,Eckhert Crossing,57532.0,28855.0,28677.0,4101.0,3678.0,3343.0,2913.0,5646.0,12255.0,7401.0,5494.0,2607.0,2598.0,4349.0,1951.0,1196.0,31.9,30427.0,6679.0,557.0,5334.0,2842.0,332.0,73.0,31894.0,21016.0,2744.0,497.0,489.0,3878.0,47809.0,23.8,24651.0,27299.0,123.0,2270.0,4902.0,5361.0,7877.0,4264.0,1738.0,532.0,40.0,192.0,7452.0,3745.0,8855.0,5851.0,61241.0,1256.0,46838.0,9931.0,3678.0,6253.0,7328.0,Modern and well-planned with a suburban family appeal.,Spend weekends exploring nearby outdoor trails. Enjoy recreational activities at community centers or parks. Visit nearby shopping districts for dining and entertainment.,0.0
Texas,San Antonio,Eden,49888.0,24115.0,25773.0,3483.0,3139.0,2730.0,3324.0,3418.0,7107.0,7408.0,6643.0,2503.0,2992.0,4647.0,1915.0,579.0,37.4,31846.0,2881.0,276.0,1333.0,118.0,303.0,180.0,27608.0,20037.0,1905.0,13.0,118.0,3020.0,44176.0,24.5,18576.0,19223.0,47.0,1120.0,4228.0,5061.0,5573.0,2751.0,213.0,75.0,11.0,144.0,6709.0,3447.0,8633.0,3897.0,84283.0,1445.0,43987.0,5381.0,2706.0,2675.0,5540.0,"Calm, residential, and focused on family life.",Take walks in quiet streets or green spaces. Explore nearby schools and educational resources. Visit local stores and cafes for day-to-day conveniences.,0.0
Texas,San Antonio,Edison,26911.0,13430.0,13481.0,1197.0,944.0,1067.0,2504.0,2665.0,3942.0,3476.0,3639.0,1476.0,1518.0,2621.0,1224.0,638.0,38.1,16063.0,771.0,228.0,426.0,127.0,136.0,46.0,15128.0,9542.0,875.0,375.0,707.0,1860.0,21502.0,18.8,11309.0,13298.0,61.0,524.0,241.0,361.0,792.0,1116.0,1671.0,1468.0,2467.0,4597.0,3701.0,1253.0,3644.0,3421.0,58029.0,1089.0,22726.0,3429.0,1509.0,1920.0,3517.0,"Diverse, vibrant, and close to major urban attractions.",Visit nearby cultural landmarks or museums. Support local small businesses and restaurants. Attend sports or music events at Alamo Stadium.,0.0
Texas,San Antonio,El Chaparral Fertile Valley,41020.0,19664.5,21355.5,2601.5,2529.5,2145.5,2658.5,3057.0,6498.0,5827.0,5008.0,2151.5,2454.5,3664.5,1589.5,835.0,36.5,24939.0,3083.5,266.0,985.5,59.0,197.0,90.0,23009.5,16075.0,1998.0,277.5,336.5,2253.0,35139.5,24.75,16379.0,17497.5,68.5,754.5,2924.5,3324.5,4775.0,3631.0,1310.0,543.0,53.0,113.5,5945.5,3045.0,6260.0,3088.0,69039.0,1290.0,35869.0,4835.0,2428.0,2407.0,5110.5,"Suburban with a touch of rural charm, offering peaceful living.",Explore nearby parks and nature trails. Host gatherings in spacious yards or community centers. Discover local eateries serving traditional and family-style meals.,0.0
Texas,San Antonio,El Dorado,47172.0,22917.0,24255.0,3306.0,2861.0,3479.0,2991.0,3642.0,7724.0,6393.0,5793.0,2551.0,2383.0,3240.0,2111.0,698.0,34.6,27126.0,5186.0,473.0,1437.0,22.0,96.0,125.0,24791.0,17423.0,2892.0,178.0,146.0,2271.0,38942.0,23.2,18078.0,18836.0,78.0,2387.0,3908.0,1142.0,3637.0,5810.0,1202.0,480.0,30.0,162.0,9089.0,3227.0,4724.0,2318.0,68157.0,1286.0,41577.0,5273.0,3208.0,2065.0,7666.0,"Well-established, suburban, and family-friendly.",Walk or bike along tree-lined streets or nearby greenways. Enjoy community events and social gatherings. Visit local restaurants and retail spots for a relaxed outing.,0.0
Texas,San Antonio,Elm Creek,42387.0,20684.0,21703.0,2833.0,1531.0,1667.0,2440.0,3786.0,7014.0,6056.0,4962.0,2229.0,2318.0,4392.0,1980.0,1179.0,38.2,25032.0,2634.0,319.0,1559.0,621.0,320.0,0.0,24181.0,16516.0,1978.0,359.0,533.0,2970.0,37943.0,22.1,19070.0,20859.0,22.0,1948.0,2445.0,3918.0,4078.0,4951.0,3078.0,216.0,69.0,134.0,5237.0,1744.0,8768.0,6087.0,69171.0,1247.0,35458.0,6675.0,3566.0,3109.0,6085.0,"Gated, upscale, and exclusive, known for its luxurious homes.",Stroll through beautifully landscaped streets and private parks. Host upscale gatherings or events in spacious properties. Visit nearby high-end shopping and dining destinations.,0.0
Texas,San Antonio,Emerald Forest,26568.0,12924.0,13644.0,1037.0,2095.0,2607.0,1566.0,1090.0,3307.0,4651.0,3798.0,1548.0,1062.0,2476.0,1059.0,272.0,38.9,16558.0,1399.0,15.0,1923.0,909.0,277.0,0.0,14033.0,9801.0,1268.0,27.0,95.0,1909.0,23885.0,27.7,10358.0,10915.0,202.0,3219.0,3772.0,2113.0,1271.0,205.0,48.0,66.0,0.0,19.0,2161.0,1946.0,5544.0,3559.0,98399.0,1716.0,22336.0,4077.0,1951.0,2126.0,2288.0,"Peaceful and upscale, ideal for nature-loving families.",Explore nearby wooded areas or trails. Attend neighborhood socials or outdoor activities. Visit nearby upscale dining and shopping venues.,0.0
Texas,San Antonio,Enchanted Village-Greater Harmony Hills,42379.0,20599.0,21780.0,2560.0,1948.0,2357.0,2610.0,3614.0,7996.0,6344.0,5221.0,2538.0,1684.0,2982.0,1597.0,928.0,35.1,23947.0,2637.0,207.0,526.0,1.0,136.0,68.0,24780.0,17086.0,2241.0,695.0,341.0,2410.0,34058.0,23.6,19492.0,21932.0,0.0,576.0,1546.0,2600.0,5579.0,4229.0,4178.0,2618.0,346.0,260.0,6510.0,2772.0,5448.0,4496.0,54394.0,1159.0,37034.0,5108.0,1944.0,3164.0,6477.0,"Established, suburban, and diverse, with a welcoming atmosphere.","Visit neighborhood parks for recreation or picnics. Explore nearby schools, libraries, and family-friendly amenities. Dine at a variety of local eateries offering diverse cuisines.",0.0
Texas,San Antonio,Encino Bluff,26568.0,12924.0,13644.0,1037.0,2095.0,2607.0,1566.0,1090.0,3307.0,4651.0,3798.0,1548.0,1062.0,2476.0,1059.0,272.0,38.9,16558.0,1399.0,15.0,1923.0,909.0,277.0,0.0,14033.0,9801.0,1268.0,27.0,95.0,1909.0,23885.0,27.7,10358.0,10915.0,202.0,3219.0,3772.0,2113.0,1271.0,205.0,48.0,66.0,0.0,19.0,2161.0,1946.0,5544.0,3559.0,98399.0,1716.0,22336.0,4077.0,1951.0,2126.0,2288.0,"Suburban, peaceful, and family-oriented with modern conveniences.",Enjoy outdoor activities at nearby parks and sports facilities. Attend community events or HOA meetings. Visit nearby shopping centers for dining and entertainment.,0.0
Texas,San Antonio,Encino Creek,26568.0,12924.0,13644.0,1037.0,2095.0,2607.0,1566.0,1090.0,3307.0,4651.0,3798.0,1548.0,1062.0,2476.0,1059.0,272.0,38.9,16558.0,1399.0,15.0,1923.0,909.0,277.0,0.0,14033.0,9801.0,1268.0,27.0,95.0,1909.0,23885.0,27.7,10358.0,10915.0,202.0,3219.0,3772.0,2113.0,1271.0,205.0,48.0,66.0,0.0,19.0,2161.0,1946.0,5544.0,3559.0,98399.0,1716.0,22336.0,4077.0,1951.0,2126.0,2288.0,Quiet and residential with a strong sense of community.,Spend time at local parks for walking or picnics. Participate in community-led activities and events. Visit nearby retail areas for casual outings.,0.0
Texas,San Antonio,Encino Park,26568.0,12924.0,13644.0,1037.0,2095.0,2607.0,1566.0,1090.0,3307.0,4651.0,3798.0,1548.0,1062.0,2476.0,1059.0,272.0,38.9,16558.0,1399.0,15.0,1923.0,909.0,277.0,0.0,14033.0,9801.0,1268.0,27.0,95.0,1909.0,23885.0,27.7,10358.0,10915.0,202.0,3219.0,3772.0,2113.0,1271.0,205.0,48.0,66.0,0.0,19.0,2161.0,1946.0,5544.0,3559.0,98399.0,1716.0,22336.0,4077.0,1951.0,2126.0,2288.0,"Well-established and family-friendly, offering a mix of suburban charm and modern amenities.",Visit Encino Park Community Center for events and activities. Explore nearby hiking trails and green spaces. Shop and dine at local businesses along Highway 281.,0.0
Texas,San Antonio,Encino Ranch,26568.0,12924.0,13644.0,1037.0,2095.0,2607.0,1566.0,1090.0,3307.0,4651.0,3798.0,1548.0,1062.0,2476.0,1059.0,272.0,38.9,16558.0,1399.0,15.0,1923.0,909.0,277.0,0.0,14033.0,9801.0,1268.0,27.0,95.0,1909.0,23885.0,27.7,10358.0,10915.0,202.0,3219.0,3772.0,2113.0,1271.0,205.0,48.0,66.0,0.0,19.0,2161.0,1946.0,5544.0,3559.0,98399.0,1716.0,22336.0,4077.0,1951.0,2126.0,2288.0,"Serene, suburban, and slightly upscale with a focus on nature.",Take nature walks or hikes in nearby wooded areas. Enjoy family-friendly gatherings in spacious homes or parks. Explore nearby retail centers and restaurants for weekend fun.,0.0
Texas,San Antonio,Feather Ridge,47172.0,22917.0,24255.0,3306.0,2861.0,3479.0,2991.0,3642.0,7724.0,6393.0,5793.0,2551.0,2383.0,3240.0,2111.0,698.0,34.6,27126.0,5186.0,473.0,1437.0,22.0,96.0,125.0,24791.0,17423.0,2892.0,178.0,146.0,2271.0,38942.0,23.2,18078.0,18836.0,78.0,2387.0,3908.0,1142.0,3637.0,5810.0,1202.0,480.0,30.0,162.0,9089.0,3227.0,4724.0,2318.0,68157.0,1286.0,41577.0,5273.0,3208.0,2065.0,7666.0,"Suburban and quiet, perfect for those seeking a peaceful lifestyle.",Relax in local parks or green spaces. Join community events or neighborhood gatherings. Visit local stores and eateries for convenient shopping and dining.,0.0
Texas,San Antonio,Fieldstone,60769.0,31083.0,29686.0,2960.0,2752.0,3323.0,6521.0,10242.0,11744.0,7200.0,5893.0,2144.0,2411.0,3567.0,1663.0,349.0,28.2,34981.0,4014.0,292.0,4407.0,1834.0,765.0,0.0,37538.0,23385.0,3659.0,419.0,1046.0,5743.0,53405.0,23.0,22566.0,23950.0,204.0,5172.0,6799.0,4714.0,4465.0,2280.0,206.0,34.0,29.0,47.0,4909.0,3166.0,10705.0,7047.0,78836.0,1467.0,52108.0,8370.0,4141.0,4229.0,5486.0,"Suburban and family-friendly, with a welcoming and cozy vibe.",Host backyard barbecues or attend community potlucks. Enjoy quiet strolls or bike rides through the neighborhood. Explore nearby dining and shopping options.,0.0
Texas,San Antonio,Five Points,41215.6666666667,20812.0,20403.6666666667,2423.0,2594.66666666667,2815.0,3047.66666666667,3176.0,6079.33333333333,5313.66666666667,4895.33333333333,2378.0,2509.66666666667,3246.33333333333,1752.0,985.0,36.16666666666671,22540.6666666667,1440.33333333333,571.666666666667,322.333333333333,44.0,75.3333333333333,21.3333333333333,18869.3333333333,11668.3333333333,2215.33333333333,683.0,567.0,1398.0,29624.0,22.3,14967.0,17010.6666666667,45.0,654.666666666667,654.333333333333,577.666666666667,1106.0,1628.33333333333,2143.33333333333,2865.33333333333,3227.0,4109.0,7684.0,1540.33333333333,2557.66666666667,2174.33333333333,42295.0,890.0,32282.6666666667,7412.0,2468.0,4944.0,7052.33333333333,"Vibrant and historic, with a mix of urban charm and artistic energy.","Visit local art galleries and studios. Explore diverse dining options, from Tex-Mex to international cuisines. Attend live music events or festivals at nearby venues.",1.0
Texas,San Antonio,Forest At Stone Oak,35972.0,17334.0,18638.0,2037.0,2999.0,3329.0,2436.0,1410.0,3148.0,6103.0,5745.0,2038.0,1838.0,3281.0,1201.0,407.0,39.4,23687.0,1948.0,75.0,2521.0,1191.0,459.0,23.0,18771.0,12597.0,1370.0,47.0,55.0,3260.0,33042.0,32.6,11882.0,12333.0,214.0,4022.0,5828.0,1374.0,556.0,235.0,0.0,61.0,10.0,33.0,2901.0,1741.0,8195.0,5585.0,136602.0,2243.0,30311.0,5528.0,4091.0,1437.0,3714.0,"Upscale, scenic, and exclusive, surrounded by nature.",Hike or bike through nearby trails in Stone Oak Park. Enjoy luxury shopping and dining in Stone Oak. Relax in beautifully landscaped community spaces.,0.0
Texas,San Antonio,Forest Oak,32152.0,15214.0,16938.0,1720.0,1920.0,1561.0,1993.0,2696.0,5889.0,4246.0,3373.0,1800.0,1917.0,2682.0,1264.0,1091.0,35.6,18032.0,3286.0,256.0,638.0,0.0,91.0,0.0,18411.0,12113.0,2091.0,542.0,555.0,1486.0,26103.0,25.0,14182.0,15772.0,90.0,389.0,1621.0,1588.0,3977.0,4511.0,2407.0,1011.0,95.0,83.0,5182.0,2643.0,3887.0,2279.0,53795.0,1135.0,27751.0,4289.0,2150.0,2139.0,4681.0,"Suburban, quiet, and family-oriented with a strong sense of community.",Relax in nearby parks or green spaces. Participate in neighborhood events and social gatherings. Explore local cafes and retail shops for a laid-back outing.,0.0
Texas,San Antonio,Forests At Inwood,13366.0,6736.0,6630.0,875.0,645.0,773.0,857.0,535.0,1208.0,2226.0,1873.0,761.0,893.0,1586.0,905.0,229.0,42.9,10330.0,251.0,47.0,241.0,68.0,24.0,15.0,7349.0,4609.0,839.0,0.0,133.0,1453.0,12495.0,23.3,5503.0,5779.0,0.0,139.0,949.0,2498.0,1738.0,420.0,0.0,35.0,0.0,0.0,897.0,448.0,3309.0,2756.0,125089.0,1702.0,12182.0,1073.0,763.0,310.0,1223.0,"Gated, upscale, and serene, with an emphasis on privacy and nature.",Take nature walks or bike rides along tree-lined streets. Enjoy high-end shopping and dining in nearby Inwood. Attend exclusive community events or private gatherings.,0.0
Texas,San Antonio,Fox Run,49888.0,24115.0,25773.0,3483.0,3139.0,2730.0,3324.0,3418.0,7107.0,7408.0,6643.0,2503.0,2992.0,4647.0,1915.0,579.0,37.4,31846.0,2881.0,276.0,1333.0,118.0,303.0,180.0,27608.0,20037.0,1905.0,13.0,118.0,3020.0,44176.0,24.5,18576.0,19223.0,47.0,1120.0,4228.0,5061.0,5573.0,2751.0,213.0,75.0,11.0,144.0,6709.0,3447.0,8633.0,3897.0,84283.0,1445.0,43987.0,5381.0,2706.0,2675.0,5540.0,"Family-friendly and peaceful, with a mix of modern and traditional homes.",Spend time in Fox Run Park for picnics and recreational activities. Walk or bike along scenic trails in the area. Visit nearby shopping centers for dining and entertainment.,0.0
Texas,San Antonio,French Creek Village,57532.0,28855.0,28677.0,4101.0,3678.0,3343.0,2913.0,5646.0,12255.0,7401.0,5494.0,2607.0,2598.0,4349.0,1951.0,1196.0,31.9,30427.0,6679.0,557.0,5334.0,2842.0,332.0,73.0,31894.0,21016.0,2744.0,497.0,489.0,3878.0,47809.0,23.8,24651.0,27299.0,123.0,2270.0,4902.0,5361.0,7877.0,4264.0,1738.0,532.0,40.0,192.0,7452.0,3745.0,8855.0,5851.0,61241.0,1256.0,46838.0,9931.0,3678.0,6253.0,7328.0,"Established and tranquil, with a suburban feel and welcoming neighbors.",Explore French Creek Park for outdoor relaxation. Enjoy family-friendly activities or neighborhood socials. Visit local restaurants and retail spots for casual outings.,0.0
Texas,San Antonio,Friends Of Friedrich Wilderness Park,12195.0,6511.0,5684.0,436.0,846.0,578.0,1273.0,1950.0,2892.0,1395.0,1040.0,413.0,536.0,477.0,207.0,152.0,27.0,7013.0,400.0,76.0,939.0,220.0,225.0,0.0,7424.0,5066.0,513.0,7.0,213.0,694.0,11241.0,21.8,5258.0,6181.0,56.0,3293.0,1403.0,974.0,214.0,107.0,66.0,21.0,39.0,8.0,378.0,854.0,2318.0,2153.0,70177.0,1622.0,10948.0,1226.0,574.0,652.0,1050.0,"Nature-focused, scenic, and eco-friendly, perfect for outdoor enthusiasts.","Hike the trails in Friedrich Wilderness Park, known for its stunning views and wildlife. Join environmental conservation or educational programs. Enjoy bird-watching or photography in this natural sanctuary.",0.0
Texas,San Antonio,Gardens At Brookhollow,36169.0,17426.0,18743.0,2218.0,2432.0,2605.0,1809.0,1926.0,5343.0,5266.0,4124.0,2421.0,1715.0,3886.0,1813.0,611.0,38.5,26926.0,2037.0,455.0,809.0,209.0,201.0,0.0,19707.0,13752.0,1181.0,152.0,134.0,3003.0,32406.0,23.7,15086.0,15779.0,43.0,546.0,1205.0,3775.0,4165.0,4574.0,812.0,562.0,43.0,54.0,4032.0,2106.0,7688.0,4620.0,85029.0,1406.0,33661.0,1975.0,1139.0,836.0,4332.0,"Charming, suburban, and well-maintained, ideal for families and retirees.",Stroll through beautifully landscaped gardens and parks. Attend local events or neighborhood gatherings. Visit nearby retail centers for dining and shopping.,0.0
Texas,San Antonio,General Krueger,37122.0,18271.0,18851.0,2825.0,2605.0,2154.0,1781.0,2459.0,6146.0,4846.0,4235.0,2519.0,2148.0,3333.0,1367.0,704.0,36.1,17818.0,5688.0,460.0,1320.0,224.0,227.0,0.0,19322.0,13517.0,1875.0,922.0,94.0,1433.0,28678.0,22.4,14097.0,15006.0,200.0,1334.0,1793.0,1262.0,2131.0,2191.0,3562.0,2383.0,115.0,35.0,7972.0,1892.0,2862.0,1476.0,52151.0,1134.0,29994.0,6195.0,2730.0,3465.0,5498.0,"Residential, family-friendly, and close to major urban amenities.",Spend time in nearby parks or community spaces. Explore the local dining scene offering a variety of cuisines. Take advantage of convenient access to shopping districts.,0.0
Texas,San Antonio,Gold Canyon,36169.0,17426.0,18743.0,2218.0,2432.0,2605.0,1809.0,1926.0,5343.0,5266.0,4124.0,2421.0,1715.0,3886.0,1813.0,611.0,38.5,26926.0,2037.0,455.0,809.0,209.0,201.0,0.0,19707.0,13752.0,1181.0,152.0,134.0,3003.0,32406.0,23.7,15086.0,15779.0,43.0,546.0,1205.0,3775.0,4165.0,4574.0,812.0,562.0,43.0,54.0,4032.0,2106.0,7688.0,4620.0,85029.0,1406.0,33661.0,1975.0,1139.0,836.0,4332.0,"Upscale and scenic, known for its spacious homes and natural surroundings.",Take hikes in nearby parks or greenbelt areas. Enjoy fine dining or boutique shopping in surrounding neighborhoods. Attend community events that celebrate the suburban lifestyle.,0.0
Texas,San Antonio,Government Hill Alliance,3708.5,2016.5,1692.0,236.0,113.0,135.5,130.0,324.5,1100.5,400.5,348.0,128.0,233.5,393.0,145.5,20.5,33.3,2201.0,448.0,9.0,56.5,17.0,1.5,0.0,2180.0,1427.0,149.5,74.0,67.5,249.5,2854.0,18.7,2033.5,2457.5,0.0,1084.0,183.5,128.0,105.5,73.5,183.0,131.0,144.5,424.5,608.5,166.0,587.5,548.0,50794.5,1247.5,3208.5,339.5,171.5,168.0,556.5,"Historic, diverse, and on the rise, with a strong focus on community development.","Visit historic homes and landmarks in the area. Explore trendy coffee shops, restaurants, and art galleries. Attend local markets or cultural festivals celebrating the neighborhood’s heritage.",0.0
Texas,San Antonio,Great Northwest,59434.0,30102.0,29332.0,3684.0,4307.0,4992.0,3686.0,3708.0,9823.0,8260.0,6690.0,4020.0,3469.0,4746.0,1508.0,541.0,34.5,35096.0,2277.0,477.0,1910.0,473.0,131.0,18.0,32443.0,22159.0,4344.0,243.0,130.0,3052.0,51300.0,28.3,19612.0,20410.0,12.0,833.0,2450.0,4804.0,9374.0,2420.0,254.0,40.0,181.0,42.0,9098.0,4892.0,8381.0,4347.0,80403.0,1327.0,53287.0,5890.0,3613.0,2277.0,6786.0,"Active, family-friendly, and community-oriented, with numerous amenities.","Spend time at the Great Northwest Community Center for events and recreational activities. Visit local parks for sports, picnics, and outdoor fun. Participate in neighborhood events like block parties and holiday celebrations.",0.0
Texas,San Antonio,Greater Gardendale,38492.0,18597.0,19895.0,2523.0,3035.0,3205.0,2798.0,2779.0,5281.0,4511.0,4502.0,2839.0,2176.0,2647.0,1665.0,531.0,34.1,20109.0,721.0,656.0,56.0,44.0,8.0,8.0,17107.0,10302.0,2644.0,638.0,180.0,847.0,28150.0,25.4,12406.0,13534.0,18.0,622.0,1114.0,1074.0,1107.0,1387.0,2795.0,3186.0,1785.0,446.0,8479.0,1228.0,923.0,413.0,38447.0,697.0,31126.0,7308.0,1475.0,5833.0,7279.0,"Suburban and peaceful, with an emphasis on family life and local charm.",Relax in nearby parks or green spaces. Attend community-led events or improvement projects. Visit nearby cafes and retail spots for a relaxed outing.,0.0
Texas,San Antonio,Greater Harmony Hills,42350.0,20577.0,21773.0,2770.0,2342.5,2672.0,2953.5,3166.5,7116.0,6417.0,5472.5,2376.5,1769.5,2841.0,1667.5,785.5,35.2,23259.0,2010.5,173.5,592.5,43.5,163.5,68.5,23440.0,16237.0,2231.5,601.5,232.5,2007.0,32715.5,22.6,18022.5,20012.5,11.0,485.0,1311.0,1713.0,4950.5,3158.0,3488.5,4351.5,359.0,185.0,6661.0,2488.0,4929.5,3314.5,52756.0,1144.0,35457.5,6748.0,2014.5,4733.5,6209.5,"Diverse, established, and centrally located with a suburban feel.",Spend time at Harmony Hills Community Center for social events. Visit nearby schools and parks for family activities. Explore local dining and shopping along major thoroughfares.,0.0
Texas,San Antonio,Green Spring Valley,49888.0,24115.0,25773.0,3483.0,3139.0,2730.0,3324.0,3418.0,7107.0,7408.0,6643.0,2503.0,2992.0,4647.0,1915.0,579.0,37.4,31846.0,2881.0,276.0,1333.0,118.0,303.0,180.0,27608.0,20037.0,1905.0,13.0,118.0,3020.0,44176.0,24.5,18576.0,19223.0,47.0,1120.0,4228.0,5061.0,5573.0,2751.0,213.0,75.0,11.0,144.0,6709.0,3447.0,8633.0,3897.0,84283.0,1445.0,43987.0,5381.0,2706.0,2675.0,5540.0,"Quiet, scenic, and community-oriented, with a focus on family life.",Walk or bike along tree-lined streets or nearby trails. Enjoy community socials or family-friendly events. Visit local eateries and retail spots for weekend outings.,0.0
Texas,San Antonio,Greystone Country Estates,48344.0,24662.0,23682.0,2249.0,3633.0,4352.0,3318.0,2287.0,6461.0,6853.0,7707.0,2499.0,2707.0,3257.0,2441.0,580.0,37.5,31710.0,2114.0,197.0,4107.0,903.0,1444.0,38.0,25707.0,18488.0,1866.0,0.0,404.0,3681.0,43287.0,27.1,18598.0,19700.0,304.0,4593.0,8578.0,4503.0,1136.0,200.0,168.0,123.0,63.0,32.0,2986.0,2904.0,11387.0,8198.0,110635.0,1919.0,40745.0,7033.0,3718.0,3315.0,4219.0,"Luxurious, private, and upscale, known for its exclusivity and natural beauty.","Enjoy private, beautifully landscaped surroundings for quiet relaxation. Dine at fine restaurants or shop at high-end boutiques nearby. Participate in exclusive community events or gatherings.",0.0
Texas,San Antonio,Guilbeau Park,68189.5,34691.5,33498.0,4756.0,5612.0,6540.5,4322.0,3647.5,12052.0,10813.5,7699.5,3598.0,3181.5,4105.0,1399.0,463.0,33.2,40449.0,3245.0,432.0,2054.0,489.5,195.5,46.0,36866.5,24766.5,3968.0,196.5,216.5,4806.5,60403.5,29.95,21555.5,22320.0,404.0,4378.0,5132.5,4170.5,5908.5,1859.0,160.5,67.5,165.5,74.0,8582.5,5029.5,11188.5,5303.5,94362.5,1517.0,60841.5,6682.0,4119.0,2563.0,7125.5,"Suburban, family-friendly, and peaceful with a welcoming vibe.",Visit Guilbeau Park Community Center for recreational activities. Relax in neighborhood parks or host backyard gatherings. Explore nearby retail and dining options for casual outings.,0.0
Texas,San Antonio,Hart Ranch Unit One,60769.0,31083.0,29686.0,2960.0,2752.0,3323.0,6521.0,10242.0,11744.0,7200.0,5893.0,2144.0,2411.0,3567.0,1663.0,349.0,28.2,34981.0,4014.0,292.0,4407.0,1834.0,765.0,0.0,37538.0,23385.0,3659.0,419.0,1046.0,5743.0,53405.0,23.0,22566.0,23950.0,204.0,5172.0,6799.0,4714.0,4465.0,2280.0,206.0,34.0,29.0,47.0,4909.0,3166.0,10705.0,7047.0,78836.0,1467.0,52108.0,8370.0,4141.0,4229.0,5486.0,"Quiet, residential, and well-maintained, with a family-oriented focus.",Take walks through serene streets or nearby green spaces. Participate in neighborhood events or gatherings. Visit local stores and restaurants for day-to-day conveniences.,0.0
Texas,San Antonio,Harvard Place-Eastlawn,9695.0,5032.0,4663.0,420.0,395.0,558.0,778.0,452.0,1667.0,1357.0,1489.0,775.0,599.0,708.0,392.0,105.0,39.0,4296.0,1938.0,140.0,50.0,0.0,22.0,0.0,4977.0,3151.0,395.0,106.0,190.0,382.0,7328.0,24.0,4375.0,5112.0,135.0,670.0,358.0,126.0,114.0,162.0,502.0,851.0,728.0,1466.0,2261.0,246.0,929.0,734.0,39759.0,992.0,8377.0,1155.0,509.0,646.0,1971.0,"Historic, diverse, and community-focused, with an urban flair.",Tour historic homes or landmarks in the area. Attend cultural festivals or neighborhood markets. Explore unique dining options that reflect the area’s diversity.,0.0
Texas,San Antonio,Hein-Orchard,16919.0,8177.0,8742.0,1111.0,1132.0,1673.0,1639.0,968.0,1983.0,2029.0,1914.0,982.0,1040.0,1428.0,797.0,223.0,34.8,6922.0,5596.0,46.0,88.0,33.0,0.0,0.0,6542.0,3984.0,998.0,402.0,76.0,305.0,12920.0,26.3,6052.0,6621.0,70.0,237.0,493.0,393.0,452.0,822.0,1995.0,1421.0,557.0,181.0,4200.0,541.0,694.0,272.0,39694.0,800.0,14948.0,1783.0,478.0,1305.0,4057.0,"Residential, close-knit, and centrally located with convenient access to amenities.",Visit local parks for outdoor activities. Discover hidden gems in nearby restaurants or cafes. Attend neighborhood improvement projects or community gatherings.,0.0
Texas,San Antonio,Heritage,92770.0,47046.0,45724.0,7801.0,6882.0,7837.0,6213.0,6944.0,17267.0,15371.0,9602.0,3479.0,3643.0,5034.0,1634.0,1063.0,30.8,51810.0,10888.0,1014.0,2212.0,449.0,126.0,166.0,48911.0,32796.0,7060.0,479.0,302.0,4255.0,77465.0,29.6,29831.0,31715.0,1164.0,11172.0,8221.0,3125.0,5058.0,2385.0,290.0,205.0,0.0,95.0,16450.0,6724.0,9513.0,4561.0,83005.0,1508.0,82244.0,8079.0,4546.0,3533.0,11237.0,"Suburban, family-focused, and active, with strong community ties.","Spend time in local parks for sports, picnics, or playtime. Attend community events at the Heritage Neighborhood Center. Explore nearby shopping and dining destinations for family outings.",0.0
